tweet,final_label
computer is packed away there goes my life right into a cardboard box,NEGATIVE
dont ya know people love the human society,POSITIVE
i am so tired,NEGATIVE
im sure youre sleeping but youll have to tell me your favorite part tomorrow i laughed pretty much the whole time,POSITIVE
thanks to new followers,POSITIVE
sitting in mels house just finished eating mcdicks laughing at all the dumb stuff i said tonight ready for bed i think so,POSITIVE
no i havent had chance to watch that yetgoing to have to get hold of it thanks for the tip,POSITIVE
hahaha i was like o dougie thats harsh are you happy he replied,NEUTRAL
i am sooooo happy finally kean cipriano replied to my chat messages i hope hes not fake,POSITIVE
loving the weather this weekend shame im back into work tomorrow,NEUTRAL
downtown was fun tonight the walk back to the car was rediculous lol,NEUTRAL
going to die from study overload this weekend too much homework with paying work to interrupt im screwed,NEGATIVE
well what about tomorrow i miss you,NEGATIVE
happy mothers day my mum also to my sis and my mum jess ahah,POSITIVE
leslie i love the video you are inspiration mr leslie cant wait for the new album still rocking the debut,POSITIVE
rex im working all weekend,NEUTRAL
love the song together thats his song for mewell i think its still is,POSITIVE
book now savesummer the amazones village suitescretegreece the best place to be,POSITIVE
omfg this test is a joke,NEUTRAL
sitting at home being bored,NEGATIVE
a is not quite alright on the plus side i ate cinnamin toast crunch for breakfast and am now eating strawberries,NEUTRAL
wheres my happiness,NEUTRAL
i love mandy moore so much and also angela,POSITIVE
boring sunny monday no school tired lazy hungry yeah in a great mood,NEUTRAL
wake up but tired on this moment i listing some music for make me happy and let me wake up,NEUTRAL
being surrounded by student houses having barbecues and playing music is hardly conducive to a good jobapplying frame of mind,POSITIVE
may the forth be with you ha yes today is my birthday star wars day arent i lucky you star wars fans,POSITIVE
thanks im holding my mini laser light thingy lol how are u,POSITIVE
so windows livewriters accessible guess that answers that,NEUTRAL
butler i thinkhope they might put an age limit on next year on the back of that bgt,POSITIVE
kryptik the usual applications checking statuses reading stuff thats wel not arbit etc,NEUTRAL
i miss going to ek every summer christmas vaca take me there,NEGATIVE
oh really why hello there,NEUTRAL
happy bday to lina haha your birthdaypresent to me would be to comment on the new video httpbitlycy,POSITIVE
im just starting it brinn guess what i get my laptop back but i cant use the messenger hate it,NEGATIVE
change of plans wont be seeing up today,NEUTRAL
all my pancakes always end up soggy,NEGATIVE
lots of confusions ive at my work place,NEGATIVE
lol i know how you feel but with kids and my current work load i am maxed out with no time to grow things,NEUTRAL
ill be in heerlen on sunday but you wont be there right,NEUTRAL
woot freaking hoo tho mad world isnt doing well on the itunes top chart,POSITIVE
all in all a good weekend,POSITIVE
yer oh thats cause u hell need to post more haha so we can talk,NEUTRAL
it figures it starts raining as i am freed from work,POSITIVE
u think its fair k den i guess m wrng still i feel its not at all fair,NEGATIVE
hrlich,NEUTRAL
mondays arent so bad when they are this sunny fb,POSITIVE
well this is just lovely i am completely flattened by a back injury there goes the weekend,POSITIVE
waching grays antomy,NEUTRAL
writing mothers day cards for my mom and gran hurray,POSITIVE
in cafe management the end of the month is nothing but numbers my arty little head hurts from finding discrepencies,NEGATIVE
sad that gmail chat has died so i cant help,NEGATIVE
am screw it im going to bed one love,NEUTRAL
no way man i like year olds,NEUTRAL
aureole oh my gosh so cute,POSITIVE
swimming party at my brothers tonight i had an awesome time since when am i a sissy about cold water who am i loved today,POSITIVE
chinese lunch buffet add a soda noticing the health inspection score of as i walk out with my bag priceless,NEUTRAL
new to twitter,NEUTRAL
hmm to see the decemberists but i have to go to raleigh on a work night or for cheap seats to the bolshoi probably neither,NEGATIVE
morning im in the garden getting air,NEUTRAL
out enjoying the weather before i have to go to work last shift with,POSITIVE
yeah but they had to come barcelona because not all the fans can be in that concert come barcelona jessi te quiero,NEUTRAL
hi everybody sorry for the long listening iwas too busy,NEGATIVE
gut,NEUTRAL
toasting what seems to be waffles for the farmer kids they sure eat a lot,NEUTRAL
sad that school is over gonna miss all my friends and teachers,NEGATIVE
id love to but im all the way in india,POSITIVE
the happiest place on earth jadore,POSITIVE
oh dear im being followed by someone that claims to help you stay young the end is nigh,NEGATIVE
sleep whats sleep again ive seem to have forgottten the meaning too much on my mind or its just my usual insonmia,NEUTRAL
i have yet to even get out to play this year soon i hope,NEUTRAL
bing no its not chandler bing its the new search engine from microsoft httptinyurlcommgcotd but why the name bing,NEUTRAL
just had mothers day lunch here httptwitpiccomwfeo,NEUTRAL
awwww i criedmakes me cry i love joey,NEUTRAL
i agree i missed a lot while i was away and busy and now its like a whole new place,NEGATIVE
off for a bit of a motorcycle trip today,NEUTRAL
doing the andy dance the one on fonzie gomez show haha,NEUTRAL
happy mothers day and to the god mothers and step mothers too,POSITIVE
watching the pianist with my dad great movie,POSITIVE
lmao that would have taken me at least a week,NEUTRAL
hubz company was organising i had to be there,NEUTRAL
ah man thats sucks what happened to it thats prompting a reinstall,NEGATIVE
doing my english essay on rjwtf that i should have done a long time ago when it was assigned last thursday,NEGATIVE
obama last night most of you covered me all of you voted for me apologies to the fox table httpbitlybgcnw,NEGATIVE
i love the new hairdo haha and i live in ny too so yeah it was really hott,POSITIVE
how to get a trumpet book get caught in the rain with an trumpet book oh dear ny,NEGATIVE
im out of books to read movies to watch n stuff to buyim bored,NEGATIVE
we got watts chingo bling the chile cant do this thang without bgeezy we need u on the show httpbitlyrc,POSITIVE
oh no poor bears i just had a nightmare i wrestled a huge snake and won,NEUTRAL
rumbo a bachilleres,NEUTRAL
yeah i hired some guy named lenny to tend to the rabbits this year,NEUTRAL
what happened whos the jerk,NEGATIVE
ive been eating cheetos all morning,NEUTRAL
thanks got a hold of someone there who knew their stuffat last,POSITIVE
wow i love it thanks,POSITIVE
omg im in such a bad mood day wats ppl doinnite,NEGATIVE
just picked up my copies of the printed brochures i did for the bwrc so excited,POSITIVE
sleepy time and my room is finally clean,POSITIVE
anyone excited for harry potter like i am twilight postponed my first love oh well off to find some hai chai,NEUTRAL
soz i neva saw this message till nowif u add then delete me i cant see any messages uve left on my page,NEUTRAL
bored cleanin the house,NEGATIVE
finishing off a quick magazine article for cap cant wait to get it done and get back to the book,NEUTRAL
wow my teacher just called me a skunk cuz of my hair,POSITIVE
yeehah quality,NEUTRAL
sitting in on a friday night bored,NEGATIVE
its the wine,NEUTRAL
regrettin some of the decisions i made,NEGATIVE
just passed a wrecked car hoping everyone got out ok finally picking up speed should have been in bmpre by now,POSITIVE
i hurt my foot in gym class,NEGATIVE
appending the verticalchinese hash tag is a nice touch,NEUTRAL
hugs you awwwwim sorry you are feeling sad e,NEGATIVE
home now some invaders have taken over my base,NEUTRAL
i am soo sick of wades mood swings uhh i hate him hes an ahhhh,NEGATIVE
oh good this thing is viral now,POSITIVE
listing to music while putting the finishing touches on my mothers day present and the cool part is it didnt cost my a thing,POSITIVE
greys anatomy is so fuckn awesome atm,POSITIVE
im off to costco in a bit to print off more photos for my photobook,NEUTRAL
a dont stop believing remix sure why not sacrilege httpblipfmjkpz,NEGATIVE
it starts but we will be there until they throw us out traffic will be crazy,NEGATIVE
about to embark on a large tour of bars for a project hopefully i wont die from alcohol poisoning,POSITIVE
thank you for your comment,POSITIVE
thankyou,POSITIVE
hahah i wish that was true this is really really bad just gonna stay home and chill tonight and as usual i really wanted to go,NEUTRAL
im awake and cant sleep bc im feeling sick yuck,NEGATIVE
i agree with spongebob is better,POSITIVE
they r sending tw business ppl the mainland return the favor re chinese police representatives in tw,NEUTRAL
not excited of blowing out another candle today as when i was a kid,NEGATIVE
free unlimited ringtones httptinyurlcomfreeringring usa only awesome iphone,POSITIVE
so bored without a camera,NEGATIVE
omg that is tragic,NEUTRAL
yeah i only drank a little bit anyways it definitely was the show and not the drink,NEUTRAL
i think my ipod touch may be breaking itself,NEUTRAL
we have a tour of students this morning huge pickup for mothers dayspeaking for a luncheon planters to do nothing boring here,NEUTRAL
emozac and a good morning from france to my zaccie,POSITIVE
thanks kelly you are too sweet,POSITIVE
happy birthday month i only get a day but you deserve the whole month,POSITIVE
thanks alot hope you can help spread the word and get people involved we are already making a real difference,POSITIVE
ahahahaha you love twilight dont liee and we all know i love robert pattinson,POSITIVE
got an email from my auntie bout fathers day mothers day wseven moms but fathers day will consist of dads realitycheck,NEUTRAL
at home im so lonely here,NEGATIVE
well im here good morningbrunchish i took my exam think i did good,POSITIVE
lol what bothers me is that im messing with my metabolism drinking lots of water pretending its different food mmmm grapes,NEGATIVE
rip little bird that flew into my window snapping his neck,NEGATIVE
the killers on jonathan ross completely epitomised why i love them with all my fangirl heart seriously wow i miss reading dublin,NEUTRAL
im still awake coulndt go back to sleep,NEUTRAL
gnight twitterverse much twitter luv to you all httpblipfmyvnd,POSITIVE
totally rock onnnn,POSITIVE
twitter question should i go to my brothers st soccer game of the season or should i stay warmed up in bed minutes to reply,NEUTRAL
really i look like a boy i need someone to do my hair,NEUTRAL
did you know its star wars day today may the th be with you,NEUTRAL
it is a drink but they have a trainer brand too httpwwwofficecoukbrandbabycham have a look,NEUTRAL
aw thank you i suppose its a good thing since it means more tweeting,POSITIVE
wwwyoutubecomwatchvcyjvgnpva sowwwwyy u girls make me twisted all time,NEGATIVE
i wish i could go to e oh well,NEUTRAL
got one because of my babygirl,NEUTRAL
yeah thats me i used my initials for my flickr account,NEUTRAL
pange ahahahahaha you two could meet up for drinks,NEUTRAL
absolutely when we hit bottom there is only one way to go,NEUTRAL
i would be there but i live across the country,NEUTRAL
yay you should do it just think about the animals and its not as hard,POSITIVE
baking cakes with my momma,NEUTRAL
haha we had balcony seats not that great theres a giant dragon thing that has glowing red eyes and moves its wings,NEGATIVE
yeah it sucks i tried to ask a q but they never answered but i loved it when joe hugged nick,NEUTRAL
anywhere i dont mindas long as im superman and theres good musicall is sweet,POSITIVE
haha i really dont but im going to this workshop at school next week are you going plus my car is broken right now,NEUTRAL
money laundering tip sell the business or constructed hotel etc and take possession of your now clean money,NEUTRAL
im very sorry for the little disturbance at sapinsidetrack in palo alto just went into a debugging session when lines unmuted,NEGATIVE
wishes would admit she has a new lovah,NEUTRAL
bah i h waking up,NEGATIVE
you told me u would be therelol hmmmm where were u,NEUTRAL
dont we all,NEUTRAL
hi jenna hope all is well just thinking of you and wishing you the best lots of love from over here in new york,POSITIVE
ooh a storm thats always welcome news happy mothers day,POSITIVE
wow have a safe trip back home and were all begging you please come back to bloomington as soon as you can,POSITIVE
but yeahim sad about my ravenclaw account i love that account to bits,NEUTRAL
looks like my ionbased miniitx board wont ship until midjune now at the earliest,NEUTRAL
q what studio created open season should google it or look at the dvd downstairs but feeling lazy,NEGATIVE
so roman is now on pain killers and some lq meds thanks jess for agreeing to go get him yogurt before you go out,NEUTRAL
got my hair cut great stupid gum,NEGATIVE
wating to get my hair cut before prom it sucks people screaming instead of talking probably going to be wating for another hour,NEGATIVE
love my mommy happy mothers day,POSITIVE
despite rain having a fantastic day,POSITIVE
waiting for the last video to be rendered while watching episode,POSITIVE
rankin i know a whole different meat pie back then,NEUTRAL
yesterday was the year anniversary of the best day ever yay mcr,POSITIVE
i am sad today,NEGATIVE
the pool doesnt open til tomorrow,NEUTRAL
im having elevated error rates streamkeys not found and then connection problems server migration isnt easy huh,NEUTRAL
home from school now watching that show,NEUTRAL
thanks hun im working hard over here thanks mama i yuhh you,POSITIVE
sheesh no crochet bah and humbug and sleep um i suppose i will someday,NEGATIVE
changed my picture on my profile in friendster,NEUTRAL
booi thought being on the list meant it would be good to go looks like ill have to get a cf adapter for my dslr,NEGATIVE
unusual for them,NEUTRAL
so tired and i have work at pm fb,NEGATIVE
remind me to get out take a pic of my blooming clematis before the wind storm tomorrow,NEUTRAL
that was so much fun the banana dessert alone is worth the trip to austin well be back soon,POSITIVE
yeah doesnt that suck i am working with a nano here so i had to take of my music off so sad,NEGATIVE
i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be you get emotional,NEGATIVE
liking the windows release candidate so far also liking my new video card and terabyte harddisk,POSITIVE
ofcourse they start fightin aight the party buts its cool theyu held it down now im chillin with my home girl happy mothers day,POSITIVE
happy mothers day mama bear,POSITIVE
on youtube now,NEUTRAL
ah allergies you must be sleeping walking at work,NEUTRAL
awesome have to take a look at them when im home,POSITIVE
just realized i hold a membership in the gym saw my bank statement,NEUTRAL
wants friday to come quick i want my beauty sleep and shopping,NEUTRAL
exhausted thank goodness my race is almost here all this training is ruining my social life,NEUTRAL
the scrubs finale was beautiful just so so perfect cant believe theyre gonna do another season,POSITIVE
goin eat some smacks breakfast then getting started on my day catch ya on the flipside i really wish i cud go mobiledang bahrain,POSITIVE
well she likes it so i call it a success,POSITIVE
i hate history coursework sooo much,NEGATIVE
says misses my cousins so badly httpplurkcompxbha,NEGATIVE
is on her way to seattle yay for seattle boo for matt leaving,NEUTRAL
its teacher appreciation week been out making deliveries to instructors this morning,NEUTRAL
oh that cant be nice,NEGATIVE
dude you didnt even say bye,NEGATIVE
happy mothers day going to cook something thank goodness theres tablespotting,POSITIVE
it is gloomy outside it is making me sad i miss the sun and its happiness,NEGATIVE
brad we should be at olympic village watching this season with a rack adult hood,NEUTRAL
thanks everyone for twittering with me still a newbie so if you have friends who you would like to invite here please help a girl out,POSITIVE
missing bham,NEGATIVE
so wednesday my mom is making a huge special dinner whatnot to celebrate the new single just so ya knoww,POSITIVE
sick of fighting so it looks like no more burlesque for me,NEGATIVE
awwthanks hes the best husband ever he really is im so lucky hope youre having a wonderful saturday evening,POSITIVE
your stfu e list link is broke,NEUTRAL
hey lady will you be coming to canada in the fall id love to see you in concert some time itll be my st time,POSITIVE
i think ive finally reached the point in my life where i need a nasal hair trimmer,NEUTRAL
okay now that i will not be able to sleep tonight what should we do,NEUTRAL
nice and clean now,POSITIVE
aww kk i need to do a huge shopping trip at joshstore to get you also a joshmobile pft,NEUTRAL
time for me to go to bed am very tired catch up with you all in a couple of days when i land recover from flying to denmark,NEGATIVE
i think i might like twiterfon better than tweetie now recent upgrades from twiterfon have been great none from tweetie,POSITIVE
i wish i was there but i live in holland but im going to see you in paris,NEUTRAL
ima say you should smudge yourself before i start calling people given the malicious action we pulled the other night,NEGATIVE
lunch in the forrest its so baron fpu is so dead,NEUTRAL
httptwitpiccomjab me raj squad up,NEUTRAL
yes i love manchester orchestraand sigur ross all the other bands ive never heard of but ill give them a listen thanks,POSITIVE
back from brunch hopefully i lured two more friends here,NEUTRAL
because i stopped today s wish me luck had to overload first,POSITIVE
where have you been lol,NEUTRAL
yeah i wanted to say this that theres a yourname section a bit tricky way to find your replies tho,NEUTRAL
no bg for me trying to save cash for next months vacation,NEUTRAL
im the same dont panic big topman,NEUTRAL
hi fellow peruvian,NEUTRAL
ill take a look tomorrow definitely want to graph as many tweets as possible,NEUTRAL
it wasnt a good day,NEGATIVE
i cant get to bed,NEUTRAL
catching up on house season finale monday,NEUTRAL
leann if it makes you feel better im studying on a sat night wo blackberries,POSITIVE
until brings back our everyone button you can access the public timeline at httptwittercompublictimeline,NEUTRAL
yay i finally made sales at the gallery really helps when the artists are there,POSITIVE
hey honey bunny here big bunny hugs,POSITIVE
iya nyokap gue pernah berkata demikian and its so hard to share what we have,NEGATIVE
l unfortunately notmy work ties me down the whole summerbut if theres a eutour this fallill be there i want a rebound,NEUTRAL
im not sure why walking around in barnes and noble comforts me so much o well now im off to work,POSITIVE
blah blah blah just kidding dude ive never had anyone offer up their stem cells before haha,POSITIVE
so many wires to sort out,NEUTRAL
my head hurts,NEGATIVE
it is very unlucky the day wasnt the same without you i hope to see you on wednesday though right x,NEGATIVE
i cant believe this woman talked me into getting a different hairstylereal talk thoughi have no clue of what to do with my hair,NEUTRAL
happy mothers day to all of the wonderful women out there have a great and relaxful day,POSITIVE
naw idk what ur talkin about,NEUTRAL
aww i feel bad for the lil he look like he know whats coming,NEGATIVE
i have just been to see the jonas brothers d movie with was funny no one else was there hahah cant httptinyurlcommagcwo,POSITIVE
the new tmobile advert in trafalger square looks like a lot of fun except if there was a load of pigeons there too,NEUTRAL
good night im off to sleeep am good mornining xd,POSITIVE
i want someone to come over so i can take pictures but no one can,NEGATIVE
i really should be in a bad mood but,NEUTRAL
played a bit pool with my buddiesgoing to bed now have to work tomorrow,NEUTRAL
is wishing work was done soon,POSITIVE
already crying and the movie only started like mins ago,NEGATIVE
hours til im on a plane ahhh yay,POSITIVE
ok no one was interested in my special now the popcorn is stale what a waste im going to find a homeless person to give it to,NEGATIVE
how sad is it that your best friend is so selfish and heartless that they exclude you from their life completelyim so sad,NEGATIVE
my twitter has been hacked again,NEGATIVE
off to get ready for toms gotta go make sure hes not done anything stupid ill tweet later,NEGATIVE
oh no your sick im feeling kinda sick too and im hating this overcast weather,NEGATIVE
why dont you have that song you gave me that song,NEUTRAL
get well soon,POSITIVE
httptwitpiccomu square b she is sad because she wasnt there and now shes well square crocheted bee with poly fibe,NEGATIVE
thanks let me know which print from my gallery you would like and we can work the details out,POSITIVE
they were lushh wernt they i managed to keep up to lol aww they were amazing,POSITIVE
just got home from the city lights show yeahhh,NEUTRAL
httptwitpiccom sniff i feel so left out grin,NEGATIVE
living in ballarat again,NEUTRAL
i so want to be a part of windows clubhouse but my wl spaces blog is random and not the place where i share windows stuff,NEUTRAL
get back to tokyo manwe miss you,NEGATIVE
why are money problems so bad these days,NEGATIVE
aw taxi man is going fast just for meee,POSITIVE
ugh frustrating i see a few briefs a week with groups in them mostly from traditional agencies,NEGATIVE
yeah but i missed it nite,NEUTRAL
awe man that sucks everyone makes mistakes i have a feeling that people can forgive you,NEUTRAL
i like yours too i enjoy your photography,POSITIVE
is up so early and proppa shattered and knackered,NEGATIVE
babysitting for the paionks thinking about going to see obsessed,NEUTRAL
goodnight is not on the trending topics lol,NEUTRAL
disappointed she didnt win teh glassez,NEGATIVE
dave why why why cant this happen when im not working and can listen whining big time,NEUTRAL
im up way past my bed time gonna catch sum snl,NEUTRAL
im havin the stupid stomach pain again again today is my outing with sph frenz my stomach nvr fails to dissappoint me haiz,NEGATIVE
welcome back to japan,NEUTRAL
zulu or get up on that michael jackson ish not a bad look imo,POSITIVE
ah my tummy hurts starbucks sugarchocolatecaffeine,NEGATIVE
killboy that would be really greatexcept im not allowed to talk to boys on the phone long storymy fault,NEUTRAL
work outside,NEUTRAL
somebody buy me a plane ticket home i miss my girl,NEGATIVE
just finished weeding the flower bed why is it the weeds grow so well but legitimate plants hate me,NEUTRAL
only more days of minnie,NEUTRAL
nope gone,NEUTRAL
hey jodi whats upugg im bored i just made a sundae c u monday hahaha it rymed loll cu in school,NEGATIVE
oh and happy judd day haha juddday,POSITIVE
got it good happy mothers day,POSITIVE
mitglee it is confusing and flippin expensive,NEGATIVE
ahh but sometimes thats the best kind of day lazing around doing very little with a cuppa,NEUTRAL
out of done everyone is going to be home drinking beer starting next week,NEUTRAL
bandwidth limit exceeded on your website,NEUTRAL
beautiful sunshine when i woke up but litterally minutes later it starts to rain i must be cursed,NEGATIVE
writing some mild and wild articles,NEUTRAL
the heat is here,NEUTRAL
is hating the weather ugh,NEGATIVE
cavs the score is and was lol,NEUTRAL
woah i love the new twitter app so many new things to do just got finished watching jonlakers video on this and it was good,POSITIVE
news i should have gone,NEUTRAL
a bit worried,NEGATIVE
i really needa find more stastics,NEUTRAL
i like this dr seuss quote you know youre in love when you cant fall asleep because reality is finally better than your dreams,POSITIVE
yes you make me want to be a better person think i mentioned it before will continue to do so im still evil tho,NEUTRAL
everyone says that,NEUTRAL
early happy day of birth in case i dont make it very tired from therapy today n just taking my medicine misshu love ya,NEUTRAL
glad to hear youre okay could have really hurt by the sounds of it is the couch okay lol,NEUTRAL
sanctuarysunday its our mission to make sanctuary a trending topic for the day lots of people on board for itjoin in,POSITIVE
soooo fed up with this,NEGATIVE
just like the old days drinkin at the old spot,NEUTRAL
gandang mac un ah for sure if its out in the market mas mahal pa sya sa macbook pro ang cool ng concept,NEUTRAL
beyond i told you people in indiana were batshit i lived there after all i feel like i escaped from that orwell book everyday,NEGATIVE
had an amazing night with the girls,POSITIVE
cant need to work on overtime project at lunchtime sorry,NEGATIVE
wishes happy mothers day,POSITIVE
i want a lie in tomorrow wont be getting one though,NEUTRAL
oh you do i have the ability to teleport,NEUTRAL
i managed to find few places where you can combine fun pleasure and savings but it took some planning though,POSITIVE
such a beautiful daywish my bike hadnt been run over by a car hit and run biketo,POSITIVE
a very happy mothers day to all mothers out there mamma mia abba httpblipfmzuw,POSITIVE
httpsnipurlcomhbpg canalway cavalcade over in little venice near warwick avenue on today too,NEUTRAL
i read for pure escapism dont make me think take me away nonfiction tends not to achieve that for some strange reason,NEUTRAL
screw you guys and your prom pictures,NEGATIVE
so bored firday evening and nothing to do,NEGATIVE
i told myself i wasnt gonna cry and then one kid that everyone made fun of all year said its been a good year,NEUTRAL
yeah shes done it several times my dumerils boa did it a few times w no prob just wonder if my hognose needs bigger food,NEUTRAL
went to bed at last night woke up around holy i need to get up earlier like wish i could get up at every day,NEUTRAL
headed to see friends new baby gave up trip to the lake cause of dance class such a good mama,POSITIVE
nomatter how much i sleep am still tired either going to sleep early or late,NEGATIVE
soo embarassed i didnt see the tweets ive been getting from kind followers ill do better i promise,NEUTRAL
i was sweating but i didnt see u there,NEUTRAL
celebrity sighting spongebobs here bea lol now im even more distraught i missed it,NEGATIVE
watching the games and making some popcornss,NEUTRAL
i know i have lots of comments to return but i have been really busy ill get round to it guys sorry,NEGATIVE
admitting that i dont like action plots and i do like romance plots always makes me feel like im setting back the feminist cause,NEUTRAL
so twitter is a journey now well okay,NEUTRAL
im sure the ppl who came in after me will be seen by a dentist before i will,NEGATIVE
rain makes for a good study day almost done,POSITIVE
my dog roscoe died yestarday and im so sad,NEGATIVE
boo you can come over and well watch telenovelas and braid each others hair,NEUTRAL
ok then i was doing finenow not so much lol,NEUTRAL
thomas if only the drinking game was tonighti dont have to work till tomorrow,NEUTRAL
my dad is trying to force me to learn to drive i dont like doing things im not good at in public,NEGATIVE
we cant come toniiiite arggh i want to tho have fun for uss well def see u morrow nite tho,POSITIVE
this song called stolen it soooo amazing it by dashboard confessional,POSITIVE
dont get impatient for what you have already sinned strawberries with milk and sugar,NEGATIVE
skies but gi is team edward so id watch your back p,NEUTRAL
omg poor jack that happened to s dog one time hope he gets better soon,NEUTRAL
hoping i hear something soon about krystles surgery,POSITIVE
pink bubble baths and champs,NEUTRAL
im contacting paws philippines so i can find tiger a new owner im so sad i love my dog soo much,NEUTRAL
mothers day pak,NEUTRAL
exactly prime minister doesnt need take care this issue,NEUTRAL
also your caramels are like crack just thought you should know,NEUTRAL
i went on a disney cruise when i was a kid but the characters were on strike so there werent any,NEUTRAL
waking now so lazy and very worry,NEGATIVE
yeah i know the feeling good morning mate,POSITIVE
neville am gud enuh hunwas jus sayin hi n hopin that ur avin a gud nite so farhappy ladies day moro thenis dat better,POSITIVE
i got locked out my carrrr had to call a lock smith,NEUTRAL
goin to bed finally so sleepy happy mothers day,POSITIVE
wired mag needs to seriously chill out i just renewed barely months ago yet theyve already sent me renewal letters for next year,NEUTRAL
cant wait for tomorrow its finally over bittersweet for sure,NEUTRAL
going to see star trek with my babe im actually excited about this hah,POSITIVE
cnews wasnt as bad as i expected could have done better but today we did a great show,POSITIVE
i want magic mountain tix but i dont get ur station out in paso boo sux for me,NEGATIVE
httptwitpiccomhvr this picture is from last year freshman year how i miss thos days,NEGATIVE
lol we should start a group lol the sisters,NEUTRAL
conversating,NEUTRAL
just got home from church the service was good,POSITIVE
what do u see in her that i dont have,NEGATIVE
geography papers are so boring i hate revision,NEGATIVE
ok i guess its time to throw in the towel and head to work,NEUTRAL
watching destrey videos,NEUTRAL
hanging out with dan from houston calls,NEUTRAL
k just finished my last clients for the night going home alone thats ok i need to be alone must find inner peace,NEGATIVE
sad but true,NEUTRAL
just got home talk,NEUTRAL
i want some cookies,NEUTRAL
still no pic very sad,NEGATIVE
attempting to count the days till i return to canadatheres alot of them,NEUTRAL
off to work i go,NEUTRAL
but is on page at ms twitterworld only votes,NEUTRAL
butterfly fly away miley ray oh happy mothers day love u mami,POSITIVE
more days with slow internet,NEGATIVE
ac getting installed today,NEUTRAL
aww people must be color blind huh random,NEUTRAL
hi sharon missed you on our x factor last year come back x,POSITIVE
nope they are all sleeping cuz they live on the east coast,NEUTRAL
all of you can have fun tweeting all day while im cleaning hair lol,POSITIVE
the muse has me gripped firmly by the throat really enjoying my writing,POSITIVE
haha happened to me a lot of times know the feeling happy mums day to ur mom too delle,POSITIVE
just woke up with a cat in my face haha,NEUTRAL
still in same queue barely metre from where i last twittered this is insane and i paid for this,NEGATIVE
my door looks naked it makes my room feel bigger though,NEUTRAL
last night went really well got some cracking shots,POSITIVE
ow,NEUTRAL
i wish i was at the beach already,POSITIVE
i had a new work picture taken today hated it it looks too much like me httpbitlyphjur,NEGATIVE
usatexas jaycees debate team rocked the house they now have the opportunity to represent us in tunsia africa go jaycees,POSITIVE
chauncey is giving his last sac speech,NEUTRAL
fjgkfldsdh why am i not at hometown days with my friends,NEUTRAL
had a funny time at neball against plc score what a game,POSITIVE
what happened to all your sexy quotes,NEUTRAL
hello well its sunny out but my head is fuzzy and coffee isnt brewed yet hows your day,NEGATIVE
fine i give in docs again today not being able to breath this morning made me think i should hate docs,NEGATIVE
m melted maybe square inches of skin ran it under cold water for a min or two and then iced until the ice melted now hurts,NEGATIVE
i hate that costco always costs us so much money,NEGATIVE
was quite amusing watching pangaea sing f killah priest i guess he wont be featuring on their album,POSITIVE
this day is fkn ugly it matches my mood unfortunatly time blast off the moon,NEGATIVE
extremely excited im days behind you,POSITIVE
haha at the somerset theatre in ottawa i remember that well the more things change the more they stay the same,POSITIVE
ha ha point for the men,NEUTRAL
happy mothers day httpbitlylrsng,POSITIVE
should not drink cheap wine,NEUTRAL
has just voted for you hope you win,POSITIVE
is watching the canucks,NEUTRAL
sorry we couldnt get the project working with the windoze laptop but a ton of folks came up afterwards and saw it running,NEGATIVE
oh wait your in greece im in the us of course you think differently,NEUTRAL
happy star wars day may the th be with you,POSITIVE
ohh thats awesome of you probably coulda gotten gifted tickets outta it from the foil queens lol,POSITIVE
youre in london wow im near there,POSITIVE
hey ty for tip wifi networking is one if my many talents ill get on it when i can be bothered lol,NEUTRAL
well thank you,POSITIVE
good luck with the deer next weekend hope it isnt too cold or snowy,POSITIVE
actually i also thought mothers day was may st until i was remembered of pentecost uselessly complicated i would say,NEGATIVE
photo so i still havnt hooked up my editing comp i know you guys miss my artwork so ive decided to httptumblrcomxehwetiq,NEGATIVE
rachmaninoff makes me a happy panda,POSITIVE
the script are amaaazing rusty halo and im yours are my favourites,POSITIVE
went to the hairdresser today she cutted my hair off i loved my long hair dad said he couldnt even see i got a haircut laaame,NEUTRAL
seriouslyit only gets sadder,NEGATIVE
finally over my sickness,POSITIVE
its not my best writing well i dont think lol but its some id read it all if i were you its pretty good after all lol,NEUTRAL
sry but other day tweets were mia twitter network glitch but story was re funeral mixup as in wrong remains delivered to ea,NEGATIVE
why,NEUTRAL
wouldnt that cost quite a bit i mean flying pizza from china nice fusion idea i may have to experiment,POSITIVE
just done planting the gardenhope sun will shine soon,POSITIVE
with alex,NEUTRAL
shame about your job have you thought about working for yourself theres big money to be paid httpbitlyml,NEGATIVE
what a day motorways and trains noooootttttttt fun,NEGATIVE
omg wtf why is there a site following me,NEGATIVE
oh no,NEGATIVE
just ordered henna ill be a redhead again in a few weeks,NEUTRAL
hahaha do it youll have a blast,POSITIVE
theres also a fairly recent win past years quasisequel plot not as good but v pretty in terms of art,NEUTRAL
what am l doing nothing much atm,NEUTRAL
night diana and if you travel soon take care,POSITIVE
whatsoever do you mean by how i get down lol im always sober,POSITIVE
good night all even though its morning for most of you lol,NEUTRAL
hugh isnt on it lied last week,NEGATIVE
yeah it is i feel sad tho,NEGATIVE
hope u feel better sweetie,POSITIVE
we people im just an amateur ark builder no political affiliation all are welcome,NEUTRAL
httptwitpiccomvwa lol wow im watching xmen the last stand right now too,NEUTRAL
