filtered text,label
how apple became one of the greenest companies in america httptcoemtloctxd apple newsweek energy efficiency,POSITIVE
hannahrad why doesnt apple give out free apples as snacks,NEUTRAL
foreign currency exchange may be a headwind for apple aapl httptcomnnfhwd aapl,NEUTRAL
kymlang and qs aapl,NEUTRAL
is apple inc losing the billion edtech market aapl aapl httptcololdotyjt,NEUTRAL
rt fazenikan yea let me just pay dollars for phone so it dies at fix your shit apple,NEGATIVE
facebook founder attacks apple boss over ridiculous comments httptcopverwexjv,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
dear apple i place all my browser eggs in the safari basket guess what safari is broken please fix the release you pulled fail,NEGATIVE
jmp securities thinks apple inc is going to time to sell httptcoeftbviuy aapl,NEUTRAL
foxconn robots proving unsuitable for iphone assembly updated versions in the works httptcojsmvsnvr aapl,NEGATIVE
antidiscrimination bill to be named after apple ceo timcook httptcoqezlipcz via theinquisitr lgbt lgbt gayrights alabama,NEUTRAL
apple fits to increase in earnings use q eps in free ios app donkey stocks aapl httpstcocbugrehzs,NEUTRAL
the king of the phablets apples iphone plus is bestseller for past three months aapl aapl httptcovnpxebow,POSITIVE
what is the point of making an apt at apple genius bar when you sit and wait for min and counting,NEGATIVE
new inch iphone reported reasons apple must make it httptcowdiezlndcm choice device smartphone budget,NEUTRAL
will apple be growing its services areas barclayswealth thinks it,NEUTRAL
hold on tgowdysc word up now tweet me r u gunnavowel that flu shot bc or ad me linda rn let the ncis begin narcwars apple sauce thic,0
jmp securities thinks apple inc is going to time to sell the motley fool aapl httptcolpjsiyhi,NEUTRAL
how to save a ton of money when you buy your next iphone via bgr aapl httptcoxkxhbve,NEUTRAL
aapl bidu ntes and more are on our stocks to buy list aapl bidu ntes httptcocqejepffw,NEUTRAL
resisting a bite of the holiday apple httptconzdodzqwe httptcoakxzybrl,NEUTRAL
rt ajhontucan your telling me theres no santa claus emoji apple,NEGATIVE
apple fits to increase in earnings use q eps in free ios app donkey stocks aapl httpstcopyucutyrx,NEUTRAL
apple are you doing days of gifts again,NEUTRAL
apple market maker price range forecast update aapl httptcolbgspnij,NEUTRAL
thehiitcoach weightsmate apple its similar to an existing app called cardio guru interestingly maybe apple have noticed this,NEUTRAL
charlesjmeyer apple appygeek hasnt apple been doing this for decades this is why i dont support apple apple deletegame,NEGATIVE
crystal baller rebirth of the inch iphone and other insane apple rumors aapl aapl httptcoyvpazqumnt,NEUTRAL
aaplnew inch iphone reported reasons apple must make ithttptcoqntqdiytxk,NEUTRAL
rt jpdesloges crystal baller rebirth of the inch iphone and other insane apple rumors aapl aapl httptcoyvpazqumnt,NEUTRAL
watching orion eft reenter at mph on my apple iphone as i am driving mph through the middle of no amp where texas howcoolisthat,POSITIVE
interesting job wth apple in crowdsourcing tip via cageyjames on li maps community client software engineer httptcoeumruml,NEUTRAL
swansonbirds apple appygeek its definitely a bit frustrating as a consumer im a big apple supporter,NEGATIVE
swansonbirds apple appygeek just saw this one on yahoonews httptcolkvkjkkrp,NEUTRAL
aaploutside the box how things changed this week good jobs and bad jobshttptcozsksorkl,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcodcatoedfmd,NEUTRAL
help apple store rep told me that itunes backup saves multiple backups but i backed up phone now and old backup is gone what to do,NEUTRAL
hrhound mandogallegos nice if the actor had on an iwatch hed have the entire suite of apple products sponsordeal,NEUTRAL
why i hate apple aapl httptcoinkcjywlq,NEGATIVE
my apple power cord caught on fire yet another nontravelling power cord i have less than a year applecordfire httptcoexcwzcid,NEGATIVE
what i find alarming about apple power cords is how quickly they fray i dont always notice when i dont travel with them applecordfire,NEGATIVE
and if i leave my mac plugged in when i leave the house do i need to check the apple power cord every time applecordfire,NEGATIVE
and how about kids do parents need to monitor the apple power cords daily to make sure they are still safe applecordfire,NEGATIVE
i was out to dinner last night and left my computer to charge had the fire happened then id have no house apple applecordfire,NEGATIVE
how hip is twdancecenter apple store in boylston st today pm enjoy some krumping meet urbannutcracker director amp russellferg,NEUTRAL
ubs says consensus on december quarter apple iphone units could be low aapl aapl httptcowaogqq,NEUTRAL
stevewoz passion for engineeringdesign at the heart of what he did for apple httptcodllust via bloombergtv,NEUTRAL
in the market to create more videos with my students apple macbook httptcobanzbprq via donorschoose,NEUTRAL
bloombergtv steve wozniak on what really happened in jobs garage httptcomplxljuv via bloombergtv apple aapl,NEUTRAL
apple donorschoose bestbuy help me reach my goal,NEUTRAL
apsvirginia special education staff working hard on behalf of our students with disabilities apple ed httptcohhsrvyoh,POSITIVE
dear apple all i want for xmas is for ios to stop crashing my ipad signed cindy lou who of whoville apple,NEGATIVE
apple was fighting a never ending battle against hackers of itunes says chief eddy cue in antitrust trial httptcoolmqsvrh,NEUTRAL
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
td bank aiming to launch apple pay support in middecember ios blog httptcojqrksnf aapl,NEUTRAL
hey apple how can i take us album off my phone,NEGATIVE
barclays raises apple price target by to more here httptcotahmabox aapl barclays stocks,NEUTRAL
jmp raises apple price target from to reasons why here httptcoxotexdyo jmp aapl stocks wallstreet,NEUTRAL
apple to support a new franchise of ios stores in india aapl aapl httptcolcaqyft,NEUTRAL
rt jpdesloges apple to support a new franchise of ios stores in india aapl aapl httptcolcaqyft,NEUTRAL
hey panerabread how about you teach your people how to use apple pay,NEUTRAL
apple inc deleted songs from rival services from ipods httptcodqwdfpccx aapl,NEGATIVE
aaplgoogle googl stock downgraded today at bank of americamerrill lynchhttptconbkdgjk,0
so cool apple stores will host free hour of code workshops on dec to promote computer science httptcohrohssvtk tech,POSITIVE
why apple needs china to love the apple watch aapl aapl httptcojxostpb,NEUTRAL
believe iphone wont be available this christmas survey says httptcoarjdahfbm via cnet aapl,NEUTRAL
awesome paid iphone apps that are free for a limited time save over httpstcoduyonxoda via bgr aapl,POSITIVE
mattnwells i just wish i could post my fav coolclimate merlots on delectable using my apple flip phone,NEUTRAL
aapl traits all great leaders sharehttptcoymclblrcf,NEUTRAL
apple the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt,NEGATIVE
apple fibonacci technicals levels intraday update aapl aapl httptcomscrxihj,NEUTRAL
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
apple ceos name to grace alabama antidiscrimination bill sdgln kensandiego bennyc jimwinsor mistercervantes httptcobvylmhync,NEUTRAL
fundulz apple yeah i mean ie is super great,NEUTRAL
apple ceos name to grace alabama antidiscrimination bill sdgln kensandiego bennyc jimwinsor mistercervantes httptcoudeeizanla,NEUTRAL
rt spencerescott have apples ipad sales peaked aapl httptcozdutvivys,NEUTRAL
rt spencerescott aapl market cap passes billion tablet sales slump and more httptcogwdmiyago,NEUTRAL
for this problem we can blame anybody we like sun java oracle apple startcom who else joins the roster,NEUTRAL
rt spencerescott apple flash crash what you need to know aapl httptcopbthsfeee,NEUTRAL
rt jpdesloges apple fibonacci technicals levels intraday update aapl aapl httptcomscrxihj,NEUTRAL
apple apples iphoneplus captures christmas at the white house friday december httptcoexiskmcmv,NEUTRAL
hey apple could you add an option in mail to unsubscribe next to the deletearchive option after swiping an email,NEUTRAL
why is it so hard to reach buy suicide squad comics at apple store in turkey apple dccomics appleturkey,NEGATIVE
intel amp jesse jacksons rainbowpush to host tech employee diversity event in silicon valley httptcouoikarpqk intc goog aapl fb,0
apple howwhy did my ical undo months of entries related to recurring date entries they all reset to pay cc i had changed to amnt,NEGATIVE
way to go apple httptcomcgsyxseq,POSITIVE
just watched my dad struggle to answer a call because his iphone wouldnt let him answer great job on ios apple not,NEGATIVE
apple ical again it reset all my recurring in spite of months of individualizing each one per current date fail icloud sucking,NEGATIVE
thinking of leaving the apple environment completely thoughts,NEUTRAL
aye apple why dont you guys make the apple headphones in different colors,NEUTRAL
gva lounge in sight macs and pcs undetermined number of ipxs aapl,NEUTRAL
rt rhdrum aye apple why dont you guys make the apple headphones in different colors,NEUTRAL
love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
iphonec release date rumours and leaked images apple apple said to be working friday decem httptcoqixlkys,NEUTRAL
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
its important that apple not become the developer for the world we need people to invent their own stuff tim cook ceo of apple,NEUTRAL
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
gopro inc has potential to become apple inc of drone market httptcohnkzskawx aapl,NEUTRAL
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
wanted the apple iphone but that lighting charger made me go to an windows nokia,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
steve hayman apple national consulting engineer presents on app development at umich httptcoyinirnoc,NEUTRAL
will apple pay consumers billion for deleting their music apple inc nasdaq aapl is currently embroi httptconejkreb,NEUTRAL
early movers big dltr thi aapl five amp more these are the stocks posting the largest moves before the bell httptcogblmwzocqo,NEUTRAL
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
allandthompson apple let me just go ahead and get this one out of the way u gonna get a virus amp ur whole house will explode,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
zuckerberg attacks if apple really cared about customers iphones would cost less aapl aapl httptcoxgcpjwxkh,NEGATIVE
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
youll be able to learn how to code for free next week at your nearest apple store httptcoxhhslcx,NEUTRAL
youll be able to learn how to code for free next week at your nearest apple store httptcofuecicpnz,NEUTRAL
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
rt ravimikkelsen hrhound mandogallegos nice if the actor had on an iwatch hed have the entire suite of apple products sponsordeal,NEUTRAL
apple adds new flyover locations to maps siri movie showtimes in more countries ios blog httptcotjealk aapl,NEUTRAL
helping you amp your loved ones on the street with our free apple app winnipeg acura httptcoiergzclro,NEUTRAL
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
aapl baba amp twtr are having their amp day httpstcosskrhzba they fooling around not on their magic carpet next weeks,NEUTRAL
plaintiff withdrawn in ipod antitrust lawsuit aapl aapl httptconcmrjquql,NEUTRAL
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
rt jpdesloges plaintiff withdrawn in ipod antitrust lawsuit aapl aapl httptconcmrjquql,NEUTRAL
my keyboard only ever freezes up when im trying to talk to ian apple why do u hate the sophian,NEGATIVE
apple entering era of security fearmongering from security vendors aapl aapl httptcoxvjxjhd,NEUTRAL
apple fibonacci technicals levels intraday update aapl aapl httptcozbqwxee,NEUTRAL
nd day with my new iphone wtf apple in switching to samsungmobileus httptcovzpdwzee,NEGATIVE
learn how to code for free on at your nearest apple store lt excellent tech latism httptcocahhqpr,NEUTRAL
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
aaplubs increases apples iphone sales revenue and epshttptcoyxtphyns,NEUTRAL
iphones is the best mobile that i have had thats easy it is only that works and it is wonderfull thanks apple timcook,POSITIVE
wut apple can i have my money back kthx httptcozvpmuzdam,NEGATIVE
took me an hour half of it was decided in a bubble bath that i cannot download ios i hate you apple ee,NEGATIVE
what is homekit soon youll control your home with your iphone aapl aapl httptcoqbqoprk,NEUTRAL
rt jpdesloges what is homekit soon youll control your home with your iphone aapl aapl httptcoqbqoprk,NEUTRAL
calemcmartin blame apple,NEGATIVE
dude apple is all over the marketing for beats they have a great marketing team at apple,POSITIVE
watch out apple httptcobuqyedlx,NEUTRAL
why dont we have harry potter emojis please work on this apple,NEGATIVE
rt crucibtch why dont we have harry potter emojis please work on this apple,NEUTRAL
rt crucibtch why dont we have harry potter emojis please work on this apple,NEGATIVE
rt crucibtch why dont we have harry potter emojis please work on this apple,NEGATIVE
rt crucibtch why dont we have harry potter emojis please work on this apple,NEGATIVE
rt crucibtch why dont we have harry potter emojis please work on this apple,NEGATIVE
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
twdancecenter urbannutcracker apple store in boylston st pm enjoy some krumping meet the director amp russellferg,NEUTRAL
rt crucibtch why dont we have harry potter emojis please work on this apple,NEUTRAL
rt crucibtch why dont we have harry potter emojis please work on this apple,NEGATIVE
rt crucibtch why dont we have harry potter emojis please work on this apple,NEGATIVE
apple honey crisp apple for the win,0
apple had a dream last night where i downgraded my iphone to a s and spent the rest of the dream trying to figure out what to do shame,NEGATIVE
rt crucibtch why dont we have harry potter emojis please work on this apple,NEUTRAL
apple stock is push into india too little too late aapl aapl httptcomkovleikb,NEUTRAL
rt crucibtch why dont we have harry potter emojis please work on this apple,NEUTRAL
apple inc aapl focuses on larger indian market share httptcoorulvv aapl,NEUTRAL
i really want apple to drop the word book from products so employees will start treating machines with more care aka stop dropping them,NEUTRAL
apple fibonacci technicals levels last intraday update aapl aapl httptcooeyeqner,NEUTRAL
wearabledevices to consumers youre putting me on httptcoessgnwsv ibdnews via ibdinvestors aapl nke grmn amba invn,NEUTRAL
apple intraday comments last update premium users aapl stockaction trading stocks mkt httptcogtedlcbz,NEUTRAL
apple ios is still shit,NEGATIVE
marxculture appleuk thanks ill keep it in mind tho ive lately been so unhappy with everything apple that im moving away from them,NEGATIVE
apple facing a challenge from googles android apple inc aapl seeking alpha httptcofdepvg,NEUTRAL
daulfn appleuk apple i have a windows lappy which works well and was half the price of the alternative,NEGATIVE
aapl has analyst ratings in the last days and are positive median target upside view httpstcoogsalqqhu aapl,0
appledec trading daily profit sh weekly profits of sh aapl stockaction trading stocks mkt httptcorrmuuno,NEUTRAL
apple apple id should always b able to b set up wout cred cardpaypalgift card attach to it youll still get your if they buy fail,NEGATIVE
marxculture appleuk apple yeh was thinking of doing exactly that just wanna install decent unix on ok hardware amp live happily everafter,NEUTRAL
security firm kaspersky have issued their not very cheery predictions and say apple pay to attract attacks httptcoxbrtqsmdq,NEUTRAL
there needs to be an emoji with war paintfootball make up on apple emojimakers for fangirls everywhere,NEUTRAL
daulfn appleuk apple its what most of our devs do,NEUTRAL
aapl unexpected stocks bringing buffett and fellow billionaires holiday httptcoqsxqqpagq,NEUTRAL
ubs increases apple apples iphone sales revenue and eps friday december httptcoyepgurogc,NEUTRAL
rt crucibtch why dont we have harry potter emojis please work on this apple,NEGATIVE
apple admits deleting rival music store tracks from ipods apple httptcodphdlk httptcogeagjuurso,NEGATIVE
is it just me who feels yosemite eats more battery amp resource than mavericks apple are you reading this,NEGATIVE
block trade detected in aapl,NEUTRAL
apple u used to b cool what happened,NEGATIVE
it amp marketing systems americanexpress cause headaches as card holders with apple pay are being opted in for promotions without permission,NEGATIVE
facebook founder markzuckerberg attacks apple boss timcook over ridiculous comments about ads httptcofnkddbflzv,NEGATIVE
rt jamelia dude apple is all over the marketing for beats they have a great marketing team at apple,POSITIVE
foreign currency exchange may be a headwind for apple aapl httptcormpimkvlsh aapl,NEUTRAL
attcares senisbs wireless family share plan one line upgrade just killed my discount not sure it was mentioned on apple preorder page,NEGATIVE
aapl rt cue proud to be part of hourofcode next week events at apple retail stores around the world httptcoagkizdvf,POSITIVE
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
itunes is awful amp is ruining my life fix your shit apple,NEGATIVE
buyers guide deals on macbook air retina macbook pro ipads apple accessories and more mac blog httptcoeacnknkk aapl,NEUTRAL
forget apple apples iphone and samsungmobileus samsungs galaxy the humble flip phone is back frid httptcociliscw,NEGATIVE
apple inc price at close december is apple aapl,NEUTRAL
aaplwhy cant apple meet demand for the iphone httptcowqscpag,NEGATIVE
had soo many iphones and never had a problem smashed screens in months with this apple u can suck my balls,NEGATIVE
will apple pay consumers billion for deleting their music httptcobwtoemao aapl,NEUTRAL
rt taraluv had soo many iphones and never had a problem smashed screens in months with this apple u can suck my balls,NEGATIVE
is there ever going to be a moment yall are going to fix the battery mine goes from to in an hour apple,NEGATIVE
the power of apple s strong branding and store design in one photo httptcoxsjklvei via qz article httptcoedjjrye,NEUTRAL
sorry samsung but i will be taking my smartphone talents over to apple the iphone is more reliable amp is better for everyday usage,POSITIVE
why cant apple apple meet demand for the iphone friday december httptcodckepva,NEGATIVE
so which promoproduct suppliers carry brandable apple compliant adapters headsaregoingtoroll,NEUTRAL
early apple employee bill fernandez shares details on steve jobs creation of the apple ii and more httptcohvtfduim aapl,NEUTRAL
rt dannyrosin so which promoproduct suppliers carry brandable apple compliant adapters headsaregoingtoroll,NEUTRAL
apple maps where is the faustadium floridaatlantic fauathletics fau bocaraton floridaatlantic floridaa httptcotvvycwnprw,NEUTRAL
paid for a new charger and couldnt b more pissed about it this is rape apple,NEGATIVE
apple my wifi is on amp working on everything else but my ipad im so pissed two days its been like this get it together apple,NEGATIVE
dannyrosin apple it will be interesting to watch howif this is resolved,NEUTRAL
brandivatemktg apple integrity cures most evils mfi in this case will too,NEUTRAL
dannyrosin apple agreed,NEUTRAL
aaplpale hoarse steve jobs defends apple in videotaped deposition in ipodhttptcosnmpsxtdo,NEUTRAL
or phone or apple i fucking hate yhis ohone omg im so embarrassed,NEGATIVE
why cant apple meet demand for the iphone aapl httptconistjtql,NEGATIVE
wow ubers b valuation would rank it no in silicon valley behind the likes of apple google facebook httptconlfvujry,NEUTRAL
rt shannonmmiller love the apple is supporting hourofcode with workshops httptcowpdfnjnu,POSITIVE
dear apple bring my phone quicker,NEUTRAL
ie chrome and firefox all now have public feature roadmapscome on apple safari feel free to fork httptcormkflgkzh,NEGATIVE
morning or should i say evening now that apple replaced my crimped cord httptcoxoafbfkqtl,NEGATIVE
jacobrossi yeah seriously why doesnt apple have one good developer relations i think to have one,NEGATIVE
apple facing a challenge from googles android httptcoapqdjwnb aapl,NEUTRAL
my apple autocorrect changes muslim to awesome and im okay with that,NEUTRAL
rt hsmoghul my apple autocorrect changes muslim to awesome and im okay with that,NEUTRAL
rt hsmoghul my apple autocorrect changes muslim to awesome and im okay with that,NEUTRAL
jdelaneyxo beta testing the newest apple product the isee httptcohpgnugogj,NEUTRAL
hey apple my s keeps glitching,NEGATIVE
apple antitrust case hangs in the balance httptcocahbovhrje apple antitrust wow ipod,NEUTRAL
why apple google and facebook have their own programming languages httpstcognzxaevh code analysis web tech nerdup,NEUTRAL
hey apple every time you update itunes you make it worse and worse dontupdateitunes,NEGATIVE
brittbumgarner briannalengy i mean it didnt auto correct so who is really at fault here apple,NEGATIVE
jessicab brittbumgarner apple fight fight fight,NEUTRAL
briannalengy jessicab apple apple im gonna sue you for thatb,NEGATIVE
gift ideas for the apple lover who has everything httptcortcylosad apple technology,NEUTRAL
every time i change keyboards this come up like wtf apple get your shit together httptcoacimyyod,NEGATIVE
aapltaser ceo sees federal funding tripling body camera businesshttptcoixdidngkg,0
things are happening apple,NEUTRAL
breaking nyc ericgarnet protestors occupy apple story in ny icantbreath x live rebelutionaryz httptcoyrrbxsc,NEUTRAL
apple apples iphoneplus captures christmas at the white house friday december httptcoppbhlirhzz,NEUTRAL
min silence mikebrown nyc protesters apple store stackizshort httptcojcedzlgguv ericgarner icantbreathe blacklivesmatter,NEUTRAL
steve jobs deposition video shown in ongoing ipod classaction lawsuit httptcojhvhyauap aapl,NEUTRAL
aaplapple could face iphone shortages next yearhttptcorgajftpx,NEUTRAL
apple last time i checked i thought i bought a iphone not a slippery ass bar of soap disguised as one i didnt deserve this,NEGATIVE
mark my words apple wild do away with the iphone c and bring back the iphone the s is the ultimate form factor welcome iphone mini,NEUTRAL
iphonec release date rumours and leaked images apple apple said to be working friday decem httptcozxzmhpney,NEUTRAL
nyc ericgarner protesters stage die in apple store httptcoyrrbxsc live rebelutionaryz blacklivesmatters shutitdown,NEUTRAL
the best link of the day on usemuzli tech facebook ceo mark zuckerberg goes after timcook apple appadvice httptcocdnzcthrla,NEUTRAL
ernestszoka superstoked about the new only one update was hoping apple would get to it today ah well great game great job,NEUTRAL
stackizshort streaming now from apple nyc th ave store httptcottueykubs icantbreathe ericgarner ferguson thisstopstoday,NEUTRAL
eliransapir apple ok duly noted,NEUTRAL
rt danielllebaker paid for a new charger and couldnt b more pissed about it this is rape apple,NEGATIVE
mkt final aapl putcallratios for friday december httptcolvkrfkfbb,NEUTRAL
final aapl putcallratios for friday december httptcoalizapcqf via hamzei,NEUTRAL
apple why isnt the wwa movie on itunes,NEUTRAL
protesters in the apple store pretty much sums it up its like a gravitational pull shocked it took this long next stop starbucks,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
rt mrushh hey apple why is my phone dying when its on the charger ur stuff sucks,NEGATIVE
mrbeagleman apple if starbucks shuts down anon is decimated,NEUTRAL
rt bwuf mrbeagleman apple if starbucks shuts down anon is decimated,NEUTRAL
i have to be honest my once great fanaticism for apple is turning into an equally great dislike,NEGATIVE
apple i really do know my mouse batteries havent inceased in charge since the last time my mac told me they were low,NEGATIVE
chrome needs a fucking update asap why do apple and google play this stupid back n forth shit over software letmecreate,NEGATIVE
my phone died at why would you let this happen apple,NEGATIVE
dang this phone fuckin sucks fuck you apple piece of shit iphone man yall disappoint me,NEGATIVE
safari just crashed on me and i didnt have any tabs open wtf apple,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
hey apple how about you guys make a charger that lasts more than fucking weeks,NEGATIVE
mrbeagleman kronykal apple that coffees not even fair trade,NEGATIVE
apple emojis en mac pleaaaase,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
apple ceo tim cook comes out as gay apple httptcoeufqqpmjj via poshnet,NEUTRAL
got some stuff apple store amp macys for men fashionshowmakl,POSITIVE
final aapl putcallratios for friday december httptcowbxasyxq,0
rt metzzler hey apple how about you guys make a charger that lasts more than fucking weeks,NEGATIVE
rt hsmoghul my apple autocorrect changes muslim to awesome and im okay with that,POSITIVE
rt mrushh hey apple why is my phone dying when its on the charger ur stuff sucks,NEGATIVE
man the espn app on apple tv is some hot garbage,NEGATIVE
had a job interviewno idea how to be apple specialist in students need teachers its a humanrights issue httptcovuspbszhw drarik,NEUTRAL
just trying to buy a charger at apple protest nyc wecantbreathe thave apple store fifth avenue httptcowajgybxed,NEUTRAL
if you have an ipad dont update it to ios its buggy and slow apple apple,NEGATIVE
id appreciate a way facetime feature apple,NEUTRAL
apple fix your ios garbage software mix in an update asap,NEGATIVE
what the hell apple,NEGATIVE
cyndi lauper and cinna my big ask phone on tv apple iphoneplus rockefeller center httptcoxkuvzabe,NEUTRAL
ubs increases apple apples iphone sales revenue and eps friday december httptcoedlbxise,NEUTRAL
cgk had laptop prob today apple local useless tech support useless hr at genius bar useless buy a pc next time,NEGATIVE
cleosbaby apple stackizshort thank you good coverage w nofear,POSITIVE
rt fullcircleone cleosbaby apple stackizshort thank you good coverage w nofear,POSITIVE
fullcircleone thanx big apple thanx goes stackizshort amp rebelutionaryz on the ground fergusonnyc blacklivesmatter icantbreathe,POSITIVE
cleosbaby apple stackizshort rebelutionaryz have nofear,NEUTRAL
aaplapple loop iphone s rumors the myth of steve jobs garage iphone httptcogwqjqikzd,NEUTRAL
the silicone on my case is peeling wtf apple,NEGATIVE
we need more products like aviate companies like blackberry amp apple need to embrace the customization of quality themes,NEUTRAL
yall petty as hell apple,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
apple httptcoroyowjfiw what a nice piece of crap youve created great job pay more get less crapple fail,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
chantalireland apple slab pie sounds amazing do you have a link,0
fuck u apple,NEGATIVE
timcook therealjonyive iosissues iosproblems apple more issues now safari i want jobs quality control back httptcowjvdi,NEGATIVE
since when did apple stop replacing iphone units due to defect just because i have some scratches on my phone doesnt mean i dropped it,NEGATIVE
appleofficialll apple on hold minutes update credit yr old to watch sleeping beauty,NEUTRAL
apple on hold min,NEGATIVE
surface apple microsoft at last it is good to see competition heating up great for consumers httptcokulyamy,NEUTRAL
trade aapl free nightly updates are posted here on twitter or you can visit the trade aapl free website here httptcoutkeapbxf,NEUTRAL
my phone is plugged in and losing battery thanks apple,NEGATIVE
timcook someone anyone help apple,NEUTRAL
sos omg this would actually be a rlly cute emoji apple,NEUTRAL
hitting below the belt apple deleted rivals music from ipods court hears httptcoqiyqaukvc musicnews,NEGATIVE
marxculture appleuk apple ugh im no longer a dev remember i now wear a suit oh wait i dont like suits yeh ill probly do it,NEUTRAL
ha ha ny just reported that the lie in at apple was more organized then the normal big crowds that theyre use to shutitdown,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
apple inc to expand retail in india httptcookiuowau aapl,NEUTRAL
i went from samsungtweets to apple overnight whathappened,NEUTRAL
apple duck off,NEGATIVE
how tf do u even get lasagna and laryngitis mixed up wtf apple,NEGATIVE
apple stevejobs itunesmusic yooo fam its been hours wheres my email back i need that jcolenc album when it drops,NEGATIVE
apple bs that uspurchased iphone not covered by battery replacement program httpstcoluwqktrwg in india arbitrary unfair fix,NEGATIVE
even the apple nyc flagship store wasnt spared a visit from the ericgarner protests verge httptcoxeudgran,NEUTRAL
protestors taking over an apple store really cant find a government office or something that will make change,NEGATIVE
rt onerepublic studio at ft one outlet computers apple we need the batteries of the future now httptcoastpxket,NEUTRAL
rt wolfinpigscloth even the apple nyc flagship store wasnt spared a visit from the ericgarner protests verge httptcoxeudgran,NEGATIVE
rt wolfinpigscloth even the apple nyc flagship store wasnt spared a visit from the ericgarner protests verge httptcoxeudgran,NEUTRAL
rt jamisonfoser hi apple please kill itunes with fire and start over,NEUTRAL
apple what is my iphone not know the difference between too two amp to,NEGATIVE
my laptop wont fucjing turn on or charge i didng pay for this apple,NEGATIVE
afp requests to apple reveal get a warrant pushback httptcozhimagow zdnetaustralia apple are tax evaders ripping off aussies,NEUTRAL
apple yh news apples antitrust lawsuit may not have any plaintiffs the lawyer suing apple for antitrust may httptcohnuwafqsi,NEUTRAL
apple samsung back in courts apple samsungmobile httptcosbfuahgx,NEUTRAL
yo you aint shit apple,NEGATIVE
my calls wit amanda keep ending apple fix urself,NEGATIVE
rt lukesmut my calls wit amanda keep ending apple fix urself,NEGATIVE
apple to expand retail in india by opening new stores apple httptcorzhmzoqev,NEUTRAL
apple to expand retail in india by opening new stores apple httptcoxnuyhbhwb,POSITIVE
trade aapl free nightly updates are posted here on twitter or you can visit the trade aapl free website here httptcoutkeapbxf,NEUTRAL
jmanjlb san my phone does it automatically for some reason kinda dumb thanks apple,NEGATIVE
rt hsmoghul my apple autocorrect changes muslim to awesome and im okay with that,NEUTRAL
i cant queue songs on an iphone apple timcook fixit,NEGATIVE
rt hsmoghul my apple autocorrect changes muslim to awesome and im okay with that,NEUTRAL
rt hsmoghul my apple autocorrect changes muslim to awesome and im okay with that,POSITIVE
daviddavidw augustsmartlock you know what sucks apple stores have had these locks weeks before many who preordered smh,NEGATIVE
