tweet,label_1,label_2,final_label
iphone revealed,NEUTRAL,NEUTRAL,NEUTRAL
in episode of shaun and rick talk apple products iphone iwatch amp the new airpods bigtech,NEUTRAL,NEUTRAL,NEUTRAL
is anyone buying iphone iphone,NEUTRAL,NEUTRAL,NEUTRAL
does your iphonepro iphone have scratches cracks from normal wear and tear after less than a couple weeks let me know here crackediphone scratchediphome,NEUTRAL,NEUTRAL,NEUTRAL
ever since the iphone came out my phone has been trippin,NEUTRAL,NEUTRAL,NEUTRAL
iphone sell black colour gb just rupees only with box iphoneonflipkart iphone,NEUTRAL,NEUTRAL,NEUTRAL
apple iphone pro max transparent mechanical gear design case iphone,NEUTRAL,NEUTRAL,NEUTRAL
i take iphone before and i will use after i give you the iphone to take you i wanna said change you with apple the end i will obtain you and iphone together,NEUTRAL,NEUTRAL,NEUTRAL
just saw samsung s charging iphone iphone,NEUTRAL,NEUTRAL,NEUTRAL
speaking for man iphone,NEUTRAL,NEUTRAL,NEUTRAL
guess which iphone model will be discontinued iphonepro iphone iphonemini iphoneplus apple,NEUTRAL,NEUTRAL,NEUTRAL
dude iphone,NEUTRAL,NEUTRAL,NEUTRAL
one call fixes all cracked screen battery change speaker change we do everything contact now visit our website,NEUTRAL,NEUTRAL,NEUTRAL
opinion would you pick the new iphone or asuszenfone,NEUTRAL,NEUTRAL,NEUTRAL
apple iphone review the old ways,NEUTRAL,NEUTRAL,NEUTRAL
you can travel to these places around the world at the price of iphone check them out travel iphone iphone iphonepro traveling,NEUTRAL,NEUTRAL,NEUTRAL
now its time for iphone,NEUTRAL,NEUTRAL,NEUTRAL
finally iphone is here iphone,NEUTRAL,NEUTRAL,NEUTRAL
the update is out iphone apple apple iphone iphone iphonepro iphonepromax,NEUTRAL,NEUTRAL,NEUTRAL
same design bigger cameras what is your favourite iphone pro feature iphonepro iphone iphoneseries https,NEUTRAL,NEUTRAL,NEUTRAL
hot iphone renders by iphone iphonepro iphonepromax rt,NEUTRAL,NEUTRAL,NEUTRAL
hqredesign by wallpapers apple iphone ios iphone iphonepro iphonepromax iphoneplus wallpapers,NEUTRAL,NEUTRAL,NEUTRAL
the very first sale of apple iphone pro max in kerala to by managing director of mobile king mohammad fayas,NEUTRAL,NEUTRAL,NEUTRAL
iphone and ios copy and paste feature,NEUTRAL,NEUTRAL,NEUTRAL
the can buy monthly one iphone from the incometax deduction from my monthly salary and i can just make satirical tweets nothing else iphone iphoneonflipkart iphonepro abolishpersonalincometax,NEUTRAL,NEUTRAL,NEUTRAL
available on appstore check it out iphonepro apple dynamicisland iphone,NEUTRAL,NEUTRAL,NEUTRAL
approximately egyptians have prebooked the iphone so they could write on social media how expensive life has become in egypt justsaying,NEUTRAL,NEUTRAL,NEUTRAL
new video out iphone,NEUTRAL,NEUTRAL,NEUTRAL
twitter timeline booty or iphone pro me,NEUTRAL,NEUTRAL,NEUTRAL
shes on that iphone flow,NEUTRAL,NEUTRAL,NEUTRAL
cookie monster bling swarovski crystal iphone case iphone pro and iphone pro max case iphone iphonecase blingblinggt,NEUTRAL,NEUTRAL,NEUTRAL
first peek of the new iphone here are some of the features iphone android apple,NEUTRAL,NEUTRAL,NEUTRAL
hows the iphone working for you down there,NEUTRAL,NEUTRAL,NEUTRAL
someone needs to buy a new phone are you planning to get iphone foreverlove by mewsuppasit,NEUTRAL,NEUTRAL,NEUTRAL
guys i got my new iphone apple iphone,NEUTRAL,NEUTRAL,NEUTRAL
out of the field the brand new iphone professional seems to be nearly similar to its predecessor the iphone professional with its frosted glass again shiny metal band and triplelens rear digital camera apple iphone iphone,NEUTRAL,NEUTRAL,NEUTRAL
how to install multiple sim cards in the iphone awixys contents,NEUTRAL,NEUTRAL,NEUTRAL
hahhaa need to change iphone,NEUTRAL,NEUTRAL,NEUTRAL
i just published how to turn on the megapixel camera on iphone pro iphonepro iphone,NEUTRAL,NEUTRAL,NEUTRAL
i just published pplethe comparison of three generations iphonepromax promax and promax iphonepro iphone,NEUTRAL,NEUTRAL,NEUTRAL
the iphone pro max vs iphone pro max full comparison is live on the channel,NEUTRAL,NEUTRAL,NEUTRAL
howto enable startup and power off sounds on iphone,NEUTRAL,NEUTRAL,NEUTRAL
watch iphone camera hype apple iphone and the megapixel camera on youtube,NEUTRAL,NEUTRAL,NEUTRAL
did you take it with the new iphone pro,NEUTRAL,NEUTRAL,NEUTRAL
weekend deals iphone pro max gb n iphone pro max gb n iphone gb n iphone,NEUTRAL,NEUTRAL,NEUTRAL
at mutasa kafeero the guy is selling iphone uk used,NEUTRAL,NEUTRAL,NEUTRAL
he is saying look at my new iphone,NEUTRAL,NEUTRAL,NEUTRAL
apple event they unveiled among other things the new iphone expect qs around the corner on release and heres what our josiah has to say about it watch here,NEUTRAL,NEUTRAL,NEUTRAL
what will i do with iphone,NEUTRAL,NEUTRAL,NEUTRAL
gadgetronics black tempered glass screen protector guard for iphone pro max buy,NEUTRAL,NEUTRAL,NEUTRAL
will iphone be comparable with range rover sports,NEUTRAL,NEUTRAL,NEUTRAL
my parents me when i ask them for iphone,NEUTRAL,NEUTRAL,NEUTRAL
wallpapers homescreen iphonepromax iphonepro iphoneplus iphone iphonepromax iphonepro iphone iphone,NEUTRAL,NEUTRAL,NEUTRAL
apple iphone amp plus first look,NEUTRAL,NEUTRAL,NEUTRAL
coming soooon tgfamily iphone,NEUTRAL,NEUTRAL,NEUTRAL
just googled the prices for iphone i am about to faint,NEUTRAL,NEUTRAL,NEUTRAL
reviewing every uag iphone phone case iphone iphonecases ur,NEUTRAL,NEUTRAL,NEUTRAL
iphone pro apple watch,NEUTRAL,NEUTRAL,NEUTRAL
nightfall iphonepro imac ipad hello apple iphonesetup homescreen desksetup android lockscreeen iphonewall ip,NEUTRAL,NEUTRAL,NEUTRAL
transfer whatsapp from old iphone to new iphone with icloud iphone iphonepro iphonepro iphonemini ios ios,NEUTRAL,NEUTRAL,NEUTRAL
weekend memes what is your reaction when your phone falls memes iphone samsung xioami tech gadgets weekend lekkibabes,NEUTRAL,NEUTRAL,NEUTRAL
iphone pro flaws apple releases update read more,NEUTRAL,NEUTRAL,NEUTRAL
collecting my new iphone iphonepromax,NEUTRAL,NEUTRAL,NEUTRAL
how to enable black and white always on display on iphone pro models,NEUTRAL,NEUTRAL,NEUTRAL
or send me the email by dhl with the iphone in it,NEUTRAL,NEUTRAL,NEUTRAL
wide sky flickr hachimantai iwate iphone sunsest photography,NEUTRAL,NEUTRAL,NEUTRAL
iphone pro deep green made by apple iphone iphonemini iphone iphonepro iphonepromax iphonemini iphone iphonepro iphonepromax iphone iphonepro ipad ipadair mac macbook macbookair macbookpro applewatch applewatchseries,NEUTRAL,NEUTRAL,NEUTRAL
debating over iphone pro or galaxyzflip,NEUTRAL,NEUTRAL,NEUTRAL
i switched to apples iphone from iphone mini heres how my experience changed apple iphone iphonemini,NEUTRAL,NEUTRAL,NEUTRAL
iphone links tesco,NEUTRAL,NEUTRAL,NEUTRAL
lackrule olive green silicone back cover compatible for iphone order on whatsapp,NEUTRAL,NEUTRAL,NEUTRAL
finally iphone,NEUTRAL,NEUTRAL,NEUTRAL
lackrule plum silicone back cover compatible for iphone order on whatsapp,NEUTRAL,NEUTRAL,NEUTRAL
got that new iphonepro or iphone check out this dope wallpaper pack make that oled glow with all these colors,NEUTRAL,NEUTRAL,NEUTRAL
iphone purple abis,NEUTRAL,NEUTRAL,NEUTRAL
by the way its an iphone switchtoiphone iphone iphone,NEUTRAL,NEUTRAL,NEUTRAL
i dey go buy benz ni o and iphone,NEUTRAL,NEUTRAL,NEUTRAL
check iphone iphonecases dprint rhino,NEUTRAL,NEUTRAL,NEUTRAL
i was today years day old apple iphone iphone technology,NEUTRAL,NEUTRAL,NEUTRAL
pumpkins design,NEUTRAL,NEUTRAL,NEUTRAL
unboxing of iphone iphone apple,NEUTRAL,NEUTRAL,NEUTRAL
everyone should have their own kit android iphone usb headphones,NEUTRAL,NEUTRAL,NEUTRAL
should you update to ios now or wait apple ios ios iosrc iphone ipad macbook iphone apple,NEUTRAL,NEUTRAL,NEUTRAL
imagine using computer for the first time iphone iphonepro iphonepromax iphoneplus ios iphone iphonepro ios watchos creditalvinfoo,NEUTRAL,NEUTRAL,NEUTRAL
apple iphone review who should upgrade to the new iphone heres what has to say iphone apple iphoneseries,NEUTRAL,NEUTRAL,NEUTRAL
new video iphone vs iphone vs iphone which one should you buy,NEUTRAL,NEUTRAL,NEUTRAL
airpods pro charging case can broadcast battery status with or without airpods inside airpodspro airpods iphone iphonepro iphonepromax,NEUTRAL,NEUTRAL,NEUTRAL
photography is life photooftheday iphone,NEUTRAL,NEUTRAL,NEUTRAL
its iphone in market ur out of tech,NEUTRAL,NEUTRAL,NEUTRAL
the purple iphone pro max check the whole video on our new youtube channel,NEUTRAL,NEUTRAL,NEUTRAL
new apple watchultra specification applewatch applewatchultra iphone iphonepro iphonepromax apple ios watchos watchos,NEUTRAL,NEUTRAL,NEUTRAL
apple a iphone certification in nbtc apple iphone iphone,NEUTRAL,NEUTRAL,NEUTRAL
i just published why would you buy iphone pro iphone iphone iphonepro,NEUTRAL,NEUTRAL,NEUTRAL
thats the iphone,NEUTRAL,NEUTRAL,NEUTRAL
what the heck is wrong with the iphone looks like it needed some more time in the oven appleevent iphone,NEGATIVE,NEGATIVE,NEGATIVE
looks like the new ipad pro and might be equipped with the same chip which we had seen on the new macbook air and pro cant wait to see this on mid of october apple event apple appleevent ipad ipadpro ipados,NEGATIVE,NEGATIVE,NEGATIVE
iphone some of us havent used any of them appleevent,NEGATIVE,NEGATIVE,NEGATIVE
crash test wont work in india sos feature doesnt work in india but the price is higher than other countries what is this strategy or marketing called as appleevent appleindia iphone iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
crash test wont work,NEGATIVE,NEGATIVE,NEGATIVE
the price is higher than other countries,NEGATIVE,NEGATIVE,NEGATIVE
what is this strategy or marketing,NEGATIVE,NEUTRAL,NEGATIVE
its already outdated,NEGATIVE,NEGATIVE,NEGATIVE
airpods cannot make it,NEGATIVE,NEGATIVE,NEGATIVE
trynna make the camera work for moon pictures moon but its not working iphone appleevent,NEGATIVE,NEGATIVE,NEGATIVE
samsung trolls apple let us know when it iphone folds samsung apple appleevent iphone,NEGATIVE,NEGATIVE,NEGATIVE
should add the charge level of connected airpods,NEGATIVE,NEGATIVE,NEGATIVE
trynna make the camera work for moon pictures moon iphone appleevent,NEGATIVE,NEGATIVE,NEGATIVE
iphone pro and pro max negative review roundup a trip to dynamic island,NEGATIVE,NEGATIVE,NEGATIVE
samsung continues to troll apple appleevent,NEGATIVE,NEGATIVE,NEGATIVE
the deep purple iphonepro very headturning,NEGATIVE,NEGATIVE,NEGATIVE
dynamic island is just a cover up,NEGATIVE,NEGATIVE,NEGATIVE
always on display wastes battery life to be honest,NEGATIVE,NEGATIVE,NEGATIVE
why the bionic chip is still the same,NEGATIVE,NEGATIVE,NEGATIVE
not a major upgrade iphone,NEGATIVE,NEGATIVE,NEGATIVE
apple still cant get rid of the notch,NEGATIVE,NEGATIVE,NEGATIVE
apple iphone pro specifications seem to be disappointing this year,NEGATIVE,NEGATIVE,NEGATIVE
no major upgrade in apple iphone specifications,NEGATIVE,NEGATIVE,NEGATIVE
looked up the prices for new iphones in europe price increase for every iphone iphone inch costs as much as iphone pro max last year too many people at your firm smoking weed get your shit together appleevent iphone apple ridiculous weed,NEGATIVE,NEGATIVE,NEGATIVE
i didnt comment on the last apple event because it was as mediocre appleevent,NEUTRAL,NEGATIVE,NEGATIVE
samsung over iphone appleevent apple samsung,NEGATIVE,NEGATIVE,NEGATIVE
hello would you please tell me what is it in my mac and how is it possible please help me out and solve it apple appleevent mac,NEGATIVE,NEGATIVE,NEGATIVE
hate apple iphone,NEGATIVE,NEGATIVE,NEGATIVE
i never upgrade before years because theres no change or at least none that are significant i dont care to dig for hidden features that only gurus seem to know,NEGATIVE,NEGATIVE,NEGATIVE
redundant upgrades appleevent iphonepro iphone,NEGATIVE,NEGATIVE,NEGATIVE
since the day iphone became public my iphone has got slower it has started to hang a bit why is it so dont slow down my appleevent iphone,NEGATIVE,NEGATIVE,NEGATIVE
i will pass,NEGATIVE,NEGATIVE,NEGATIVE
things i think apple can do better iphone,NEGATIVE,NEGATIVE,NEGATIVE
they dont reply shameless people apple appleevent,NEGATIVE,NEGATIVE,NEGATIVE
you cannot diagnose sleep apnea with the apple watch,NEGATIVE,NEGATIVE,NEGATIVE
yo all of the new iphone just looks like a regular iphone lol,NEGATIVE,NEGATIVE,NEGATIVE
nah,NEGATIVE,NEGATIVE,NEGATIVE
who else loses functionality every time they upgrade their iphone is this apples way of forcing people to buy their new garbage junk appleevent apple iphonepro iphone,NEGATIVE,NEGATIVE,NEGATIVE
tech junk,NEGATIVE,NEGATIVE,NEGATIVE
who thought it was a good idea to make the iphone camera go through mitosis appleevent iphone,NEGATIVE,NEGATIVE,NEGATIVE
the same motion sensors have been used in the applewatch appleevent applewatchse,NEGATIVE,NEGATIVE,NEGATIVE
apple watch bad summary appleevent applewatch,NEGATIVE,NEGATIVE,NEGATIVE
apple watch ultra is not for everyone,NEGATIVE,NEGATIVE,NEGATIVE
this is a big claim appleevent iphone iphonepro iphoneplus iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
so once again its disappointing appleevent iphone iphonepro iphoneplus iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
iphone us models doesnt have a sim tray what are they trying to pull appleevent iphone iphonepro iphoneplus iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
i wonder how many smudges the front camera of the iphone pro series will attract on a daily basis appleevent iphone,NEGATIVE,NEGATIVE,NEGATIVE
iphone pro series pricing is so unfriendly appleevent iphone iphonepro iphoneplus iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
iphone series with unamazing tech specs appleevent iphone iphoneplus,NEGATIVE,NEGATIVE,NEGATIVE
this is disappointing appleevent,NEGATIVE,NEGATIVE,NEGATIVE
i guess apples fear marketing didnt work for the new iphone and apple watch preorders appleevent iphonepro applewatch,NEGATIVE,NEGATIVE,NEGATIVE
agreed i dont really like it its too large and distracting looking i guess itll be a few more years until i consider getting a iphone again appleevent,NEGATIVE,NEGATIVE,NEGATIVE
ios notifications are still the worst sorry not sorry iphonepromax appleevent iphonepro,NEGATIVE,NEGATIVE,NEGATIVE
report all iphone models to have dynamic island but not alwayson or give us promotion,NEGATIVE,NEGATIVE,NEGATIVE
never thought a watch would make me feel like an unfit loser but here we are appleevent,NEGATIVE,NEGATIVE,NEGATIVE
never thought iphone batteries can be so weird and some day it can go swollen like this really sad apple appleevent applestore apple appledown,NEGATIVE,NEGATIVE,NEGATIVE
when you guys will fix the close up blur in iphone please fix it apple appleevent,NEGATIVE,NEGATIVE,NEGATIVE
why would you ever buy a product from apple when the newer version coming out in just a year is supposed to be much more better than todays and todays will stop working in year and the company is going to zero in years thanks to the fed apple appleevent,NEGATIVE,NEGATIVE,NEGATIVE
so apple forces their garbage down their consumers throat now half the screen be seeing of the iphone has no network bar way to go cupertino giants apple appleevent iphone pro iphone smartphone android,NEGATIVE,NEGATIVE,NEGATIVE
iphone topics the iphone was usb usb is mbps or gbps usb is gbps it does not matter if it is a lightning terminal i want an iphone that communicates wired at gbps appleevent apple iphone iphonepro iphonepromax,NEGATIVE,NEGATIVE,NEGATIVE
the new apple watch crash detection sounds like its gonna be accidentally hit a few times appleevent,NEGATIVE,NEGATIVE,NEGATIVE
for apple the word pro means the guys who can spend more money appleevent apple tech,NEGATIVE,NEGATIVE,NEGATIVE
apple watch ultra why you might want to spend more read more,NEGATIVE,NEGATIVE,NEGATIVE
my bank account when i try to buy an iphone appleevent,NEGATIVE,NEGATIVE,NEGATIVE
iphone pro is not as repairfriendly as regular iphone,NEGATIVE,NEGATIVE,NEGATIVE
ios sucks big with a shitty lockscreen ios appleevent apple iphone iphonewallpaper ipad applesucks,NEGATIVE,NEGATIVE,NEGATIVE
save your money iphone appleevent,NEGATIVE,NEGATIVE,NEGATIVE
as an extensive user of airpods im shocked need answers,NEGATIVE,NEGATIVE,NEGATIVE
iphone pro needs a radical color revolution,NEGATIVE,NEGATIVE,NEGATIVE
iphone pro the response has been pathetic iphonepro iphone appleevent,NEGATIVE,NEGATIVE,NEGATIVE
this iwatch is costly saw the future when he said this year is clear by the wrist wear we go separate real men from the children applewatchultra appleevent,NEGATIVE,NEUTRAL,NEGATIVE
found a match for the new iphone lineup yet appleevent,NEGATIVE,NEGATIVE,NEGATIVE
ios is like it took yall that long to figure out how to merge duplicates whats really going on at apple get back to work appleevent ios,NEGATIVE,NEGATIVE,NEGATIVE
enquiring again where can i buy this strap for apple watch screenshot from appleevent aint available on store reply please apple applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
best privacy features in ios just destroyed,NEGATIVE,NEGATIVE,NEGATIVE
as an extensive user of airpods im shocked need answers from applemusic appleevent iphonepro iphonepromax iphone,NEGATIVE,NEGATIVE,NEGATIVE
please dont let this flop again iphone,NEGATIVE,NEGATIVE,NEGATIVE
apple why no usbc appleevent,NEGATIVE,NEGATIVE,NEGATIVE
the amount of times ive ask if a place accepts tap to pay and they say yes we have apple pay appleevent,NEGATIVE,POSITIVE,NEGATIVE
half the people using the apple watch ultra arent even in its target audience appleevent applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
please dont let this flop again iphone I hope,NEGATIVE,NEGATIVE,NEGATIVE
apple memes seem way more creative than the products and more engaging than the appleevent,NEGATIVE,NEGATIVE,NEGATIVE
iphone is exactly the same appleevent apple iphone,NEGATIVE,NEGATIVE,NEGATIVE
big news most important features are missing in apple latest airpodspro,NEGATIVE,NEGATIVE,NEGATIVE
imessage should have a reminder me feature where you can set a reminder to text someone back after some amount of time appleevent,NEGATIVE,NEGATIVE,NEGATIVE
appleevent apple please do something about this battery drain my iphone pro is eating up the battery like crazy can you please do something about the aod some options or some extra dim this is really not acceptable,NEGATIVE,NEGATIVE,NEGATIVE
during the appleevent scammers tried to promote their crypto scam sites and to fool potential investors unfortunately,NEGATIVE,NEGATIVE,NEGATIVE
thank you very much indeed apple updated my xr for the update that should be bug fix but nothing has changed yet it is crashing apple appleevent,NEGATIVE,NEGATIVE,NEGATIVE
i might be late but just disappointed with the series this year usually its apple who takes a long time to bring out solid features but this time i feel like they rushed into this dynamic island thing appleevent,NEGATIVE,NEGATIVE,NEGATIVE
yearly unnecessary upgrade secured applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
the applewatchultra is like the hublot big bang an insanely tacky look at me device with no style at all,NEGATIVE,NEGATIVE,NEGATIVE
applewatchultra has to be the biggest cash grab ive seen from apple in a while hey we made it bigger and stuff its not as bad as apple watch edition but there is no shame involved in milking people of their cash for a shiny bauble,NEGATIVE,NEGATIVE,NEGATIVE
confused by applewatchultra review disparity screen sizes looks like was right its not much bigger display a bit off screen is massive,NEGATIVE,NEUTRAL,NEGATIVE
so what must be wrong with the trail loop for the applewatchultra as all the reviews many of them runners only get the diving and mountain climbing bands those who were at the event and tried it on said it was the most comfortable of the bands and wanted to get one,NEGATIVE,NEGATIVE,NEGATIVE
why would you wait till the night before my applewatchultra was to be delivered after showing that it would be delivered on september to just say its delayed disappointing but ill live,NEGATIVE,NEGATIVE,NEGATIVE
my initial thought on watch ultra good but needs work for the uk doesnt support metric altitudes who uses feet these days or reporting location in uk national grid fix in next software update please applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
it kind of looks like a pot from the side a bit underwhelmed by the watch in real life applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
i cant think of any use cases for a cellular apple watch having my iphone with me of the time applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
when you buy the new fancy apple watch pitched at the ultra adventure types and the band is not water friendly gets soaked after a shower thats kind of really disappointing and had to put on the old gen band applewatchultra what the fuck,NEGATIVE,NEGATIVE,NEGATIVE
its much smaller than i thought it would be quite beautiful in real life applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
applewatchultra is expensive in india like my kidney to me,NEGATIVE,NEGATIVE,NEGATIVE
seriously my buying experience let me down apple applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
managed to get the orange strap for the apple watch ultra thats coming on monday wanted that from day one but wasnt in stock until november applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
everyones applewatchultra shipping for delivery tomorrow and mines still not shipped and says delivery saturday,NEGATIVE,NEGATIVE,NEGATIVE
pray next year will do a metallic watchband to match applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
okay so maybe the applewatchultra is worth the buy but let me check my bank account,NEGATIVE,NEGATIVE,NEGATIVE
bet their pre orders dont make it to customers by friday applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
the apple watch ultra yellow ocean band looks like macaroni and once its seen it cannot be unseen applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
review applewatchultra is worth for serious athletes but an unnecessary splurge for the rest of us,NEGATIVE,NEGATIVE,NEGATIVE
i like the applewatchultra but the single color choice is a disappoint give me black titanium and i will buy one,NEGATIVE,NEGATIVE,NEGATIVE
if actually wanted our money they shouldve released the apple watch ultra form factor without the high end features they would be swimming in money right now but the series is as boring as the last years applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
applewatchultra would have me sold if it came in a smaller case size,NEGATIVE,NEGATIVE,NEGATIVE
that looks too bulky to me applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
hopefully apple makes a standard apple watch next year the applewatchultra just doesnt look good imo and i would love to get some of its advantages like better battery life through a slightly bigger apple watch with a classic design,NEGATIVE,NEGATIVE,NEGATIVE
a cautionary to the small wristed may not be ideal for everybody,NEGATIVE,NEGATIVE,NEGATIVE
excited to hopefully read some applewatchultra reviews tomorrow im doubtful that im ready to turn in my garmin but i am curious how the watch ultra holds up,NEGATIVE,NEGATIVE,NEGATIVE
took down the video after showing off the applewatchultra on his youtube shorts channel,NEGATIVE,NEGATIVE,NEGATIVE
i want to but the battery life isnt enough applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
the apple watch ultra is but quite expensive applewatchultra,NEGATIVE,NEGATIVE,NEGATIVE
apple watch ultra impressions polished overkill,NEGATIVE,NEGATIVE,NEGATIVE
tropical heatwave approaching arctic breeze warning or even category hurricane in full effect they can even program it to send texts to loved ones so that they know when to stay out of your way until it blows over are you listening apple applewatchseries,NEGATIVE,NEGATIVE,NEGATIVE
i noticed more people were looking at the the applewatchseries not upgrading either,NEGATIVE,NEGATIVE,NEGATIVE
kind of ruined the applewatchseries experience for me by not offering a dark graphiteblack option for the watch aluminum versions,NEGATIVE,NEGATIVE,NEGATIVE
new features on the applewatchseries arent flashy,NEGATIVE,NEGATIVE,NEGATIVE
this sounds like marketing but if true is impressive,NEGATIVE,POSITIVE,NEGATIVE
did you know there is an apple watch strap which is priced higher,NEGATIVE,NEGATIVE,NEGATIVE
weirdly hes wearing a applewatchseries during the video,NEGATIVE,NEGATIVE,NEGATIVE
bought an apple watch series and got into a car crash last weekend it didnt work applewatchseries,NEGATIVE,NEGATIVE,NEGATIVE
comparing the publicity face of the new applewatchseries with the actual face from the app the tall narrow font is not available as far as i can see just short and fat totally changes the look,NEGATIVE,NEGATIVE,NEGATIVE
are any other ladies deeply concerned with the new applewatchseries ovulation tracking features i dont want apple storing this highly personal data,NEGATIVE,NEGATIVE,NEGATIVE
messages app and many more are not showing notifications even though theyre enabled applewatch,NEGATIVE,NEGATIVE,NEGATIVE
so as soon as the new applewatchseries drops mine starts giving me issues out of the blue and they say i need a new watch let me go find some superglue real quick,NEGATIVE,NEGATIVE,NEGATIVE
I dont understand why applewatchse if it is not on a wrist so it should be in standby mode and battery drains in day even on standby,NEGATIVE,NEGATIVE,NEGATIVE
the last time i used an app on my applewatchse it crashed i even had to report the error on yesterday however i didnt receive any responses from in regards of last weeks ios update can someone please fix this issue,NEGATIVE,NEGATIVE,NEGATIVE
applewatchse any real users any advice why does it take so long to charge applewatchse applewatch,NEGATIVE,NEGATIVE,NEGATIVE
i have applewatchse running watchos hr seems to be off by miles on this vs previous fitbits i have owned,NEGATIVE,NEGATIVE,NEGATIVE
i would say apple watch is overrated,NEGATIVE,NEGATIVE,NEGATIVE
many application notifications are not working in applewatchseries apps,NEGATIVE,NEGATIVE,NEGATIVE
I want midnight black not blue for applewatch color,NEGATIVE,NEGATIVE,NEGATIVE
rugged design makes it bulky,NEGATIVE,NEGATIVE,NEGATIVE
functionalitywise if we exclude the extreme sports related you have the same applewatch,NEGATIVE,NEGATIVE,NEGATIVE
why is it so thick applewatchultra,NEGATIVE,NEUTRAL,NEGATIVE
would you pay more to get the iphone choose iphone iphonepro appleevent,NEGATIVE,NEGATIVE,NEGATIVE
cars will fly appleevent iphonex,NEGATIVE,NEGATIVE,NEGATIVE
drop test on iphone is bad,NEGATIVE,NEGATIVE,NEGATIVE
wtf my battery was one second ago and now is wtf is this,NEGATIVE,NEGATIVE,NEGATIVE
contact sync between yosemite and ios is seriously screwed up it used to be much more stable in the past icloud isync,NEGATIVE,NEGATIVE,NEGATIVE
for the love of gawd center the on the damn calendar app you fixed it once its back off center again,NEGATIVE,NEGATIVE,NEGATIVE
i get the storage almost full notification literally every minutes chill,NEGATIVE,NEGATIVE,NEGATIVE
i had to do made the switch from iphone to the galaxy note edge keep up,NEGATIVE,NEGATIVE,NEGATIVE
that flash crash really screwed with a lot of traders today not me im more determined than ever to make trading work for me aapl,NEGATIVE,NEGATIVE,NEGATIVE
nigga update yall headphones,NEGATIVE,NEGATIVE,NEGATIVE
ok you win i wont use your browser anymore since it keeps closing on me literally times today i counted,NEGATIVE,NEGATIVE,NEGATIVE
u need to get ur fucking shit together,NEGATIVE,NEGATIVE,NEGATIVE
why doesnt your people explain precautions when buying an expensive laptop,NEGATIVE,NEGATIVE,NEGATIVE
as a die hard customer i must say i am truly displeased with the customer service i was given today badservice apple,NEGATIVE,NEGATIVE,NEGATIVE
made it clear today that i as a customer are not worth a measly an employee gave mis info and they will not stand behind it,NEGATIVE,NEGATIVE,NEGATIVE
god damn is draining my battery fix this,NEGATIVE,NEGATIVE,NEGATIVE
your chargers suck ass they just love to break,NEGATIVE,NEGATIVE,NEGATIVE
so so sooooo annoyed did the restore from my back up and lost my voice mails i needed to keep those thanks a lot,NEGATIVE,NEGATIVE,NEGATIVE
just broke my third charger of the month get your shit together,NEGATIVE,NEGATIVE,NEGATIVE
this iphone battery isnt as good as you claim,NEGATIVE,NEGATIVE,NEGATIVE
oh its not fair and i think youre really mean,NEGATIVE,NEGATIVE,NEGATIVE
i hate how ios capitalizes random words like i dont wanna give emphasis to some stupid word in tha sentence get ur self together,NEGATIVE,NEGATIVE,NEGATIVE
why was the iphone ever created,NEGATIVE,NEGATIVE,NEGATIVE
i fucking hate you,NEGATIVE,NEGATIVE,NEGATIVE
its not like the app costs money just let me download it,NEGATIVE,NEGATIVE,NEGATIVE
my phones been charging for an hour but it keeps losing percentage get ur shit together,NEGATIVE,NEGATIVE,NEGATIVE
fix it,NEGATIVE,NEGATIVE,NEGATIVE
how long does it really take for a phone to ship smh,NEGATIVE,NEGATIVE,NEGATIVE
so on my iphone the health kit is no longer gathering data sigh,NEGATIVE,NEGATIVE,NEGATIVE
thanks for changing yet another fuck into duckthanks,NEGATIVE,NEGATIVE,NEGATIVE
cause fuck,NEGATIVE,NEGATIVE,NEGATIVE
if i buy a gb phone i should have gbs to use,NEGATIVE,NEGATIVE,NEGATIVE
fuck you for breaking my music,NEGATIVE,NEGATIVE,NEGATIVE
and i speak for all of humanity we want to chose what contacts are added to our contacts book from facebook thanks,NEGATIVE,NEGATIVE,NEGATIVE
i hate everything about u,NEGATIVE,NEGATIVE,NEGATIVE
ur a disgrace,NEGATIVE,NEGATIVE,NEGATIVE
